SEO Common Settings,SEO Common Settings
'Crop Trailing Slash For Home Page Canonical, Hreflang And Sitemap URLs','Crop Trailing Slash For Home Page Canonical, Hreflang And Sitemap URLs'
'Trailing Slash For Canonical, Hreflang And Sitemap Urls','Trailing Slash For Canonical, Hreflang And Sitemap Urls'
'Note: the trailing slash can be added to pages without suffix .html or .htm','Note: the trailing slash can be added to pages without suffix .html or .htm'
You have some stores with identical URLs. It can cause issues while indexing these URLs.,You have some stores with identical URLs. It can cause issues while indexing these URLs.
Please check,Please check
here,here
for more details,for more details
